name,founded_at,first_funding_at,last_funding_at
MDK Labs GmbH,4/1/15 12:00 AM,7/1/15 12:00 AM,7/1/15 12:00 AM
nekst,4/1/15 12:00 AM,6/20/15 12:00 AM,6/20/15 12:00 AM
MixMatch.house,4/1/15 12:00 AM,6/16/15 12:00 AM,6/16/15 12:00 AM
Blazing DB,4/1/15 12:00 AM,6/14/15 12:00 AM,6/14/15 12:00 AM
MuseFind,4/1/15 12:00 AM,6/8/15 12:00 AM,6/8/15 12:00 AM
JYMS,4/1/15 12:00 AM,6/6/15 12:00 AM,6/6/15 12:00 AM
Ncrease,4/1/15 12:00 AM,5/4/15 12:00 AM,5/4/15 12:00 AM
Buscador - Safe Hiking App,4/1/15 12:00 AM,5/1/15 12:00 AM,6/1/15 12:00 AM
ORIGOLO.COM,4/1/15 12:00 AM,4/2/15 12:00 AM,4/2/15 12:00 AM
Seekmi,4/1/15 12:00 AM,4/1/15 12:00 AM,6/1/15 12:00 AM
SmartAll,4/1/15 12:00 AM,4/1/15 12:00 AM,10/13/15 12:00 AM
Midwest New Beginnings,4/1/15 12:00 AM,3/19/15 12:00 AM,3/19/15 12:00 AM
Psychological Service You Can Harness (P.S.Y.C.H.) Network,4/1/15 12:00 AM,3/19/15 12:00 AM,3/19/15 12:00 AM
Mobiwol Ltd,4/1/15 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
NuPad,4/1/15 12:00 AM,2/2/15 12:00 AM,2/2/15 12:00 AM
LS Plasma,4/1/15 12:00 AM,12/30/14 12:00 AM,12/30/14 12:00 AM
Clube Org̢nico,4/1/15 12:00 AM,12/10/14 12:00 AM,1/31/15 12:00 AM
DueCourse,4/1/15 12:00 AM,11/11/14 12:00 AM,11/11/14 12:00 AM
Scimitar Global Systems Corporation,4/1/15 12:00 AM,6/6/14 12:00 AM,6/6/14 12:00 AM
Goldencare Group,4/1/15 12:00 AM,6/1/14 12:00 AM,6/1/14 12:00 AM
Sponsta,3/31/15 12:00 AM,9/4/15 12:00 AM,9/4/15 12:00 AM
Main Pulze,3/31/15 12:00 AM,4/3/15 12:00 AM,4/3/15 12:00 AM
"GLAMSTAND, Inc.",3/31/15 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
The Turkey Bird Grill,3/28/15 12:00 AM,1/15/15 12:00 AM,1/15/15 12:00 AM
Gapoon,3/27/15 12:00 AM,8/2/15 12:00 AM,8/2/15 12:00 AM
DreamHomes Club,3/27/15 12:00 AM,4/30/15 12:00 AM,4/30/15 12:00 AM
Electronic Zone Cooling,3/25/15 12:00 AM,5/9/15 12:00 AM,5/9/15 12:00 AM
BioMetric Cloud Solutions,3/25/15 12:00 AM,8/21/13 12:00 AM,8/21/13 12:00 AM
Moneytis,3/23/15 12:00 AM,8/20/15 12:00 AM,8/20/15 12:00 AM
Prefound,3/23/15 12:00 AM,4/18/15 12:00 AM,4/18/15 12:00 AM
Spotie,3/23/15 12:00 AM,7/1/11 12:00 AM,7/1/11 12:00 AM
AromaPass,3/22/15 12:00 AM,7/25/15 12:00 AM,7/25/15 12:00 AM
Oil Field Services Mexico,3/21/15 12:00 AM,6/3/15 12:00 AM,6/3/15 12:00 AM
Origin,3/19/15 12:00 AM,3/23/15 12:00 AM,3/23/15 12:00 AM
Adaptive Shooting Sports,3/18/15 12:00 AM,5/15/15 12:00 AM,5/15/15 12:00 AM
SimplyProse,3/18/15 12:00 AM,4/21/15 12:00 AM,8/26/15 12:00 AM
MultiSense,3/16/15 12:00 AM,4/4/15 12:00 AM,4/4/15 12:00 AM
Sup app,3/15/15 12:00 AM,10/1/15 12:00 AM,10/1/15 12:00 AM
DropKaffe,3/15/15 12:00 AM,8/31/15 12:00 AM,8/31/15 12:00 AM
NomNom Insights,3/15/15 12:00 AM,7/6/15 12:00 AM,7/6/15 12:00 AM
kangaroute,3/15/15 12:00 AM,7/3/15 12:00 AM,7/3/15 12:00 AM
CarHopper,3/15/15 12:00 AM,4/7/15 12:00 AM,4/7/15 12:00 AM
Allone,3/15/15 12:00 AM,4/1/15 12:00 AM,4/1/15 12:00 AM
OpenCall,3/15/15 12:00 AM,4/1/15 12:00 AM,4/1/15 12:00 AM
HectoPlant,3/15/15 12:00 AM,3/24/15 12:00 AM,3/24/15 12:00 AM
"Barn2Door, Inc.",3/15/15 12:00 AM,3/15/15 12:00 AM,3/15/15 12:00 AM
WinUru,3/15/15 12:00 AM,1/15/15 12:00 AM,1/15/15 12:00 AM
Engagio,3/14/15 12:00 AM,4/8/15 12:00 AM,4/8/15 12:00 AM
Project Expedition,3/14/15 12:00 AM,3/14/15 12:00 AM,3/14/15 12:00 AM
TapFood,3/13/15 12:00 AM,7/10/15 12:00 AM,11/1/15 12:00 AM
Carrot Rocket Ltd,3/13/15 12:00 AM,2/2/15 12:00 AM,2/2/15 12:00 AM
NutriMe,3/12/15 12:00 AM,8/6/15 12:00 AM,8/6/15 12:00 AM
Instabase,3/12/15 12:00 AM,6/8/15 12:00 AM,8/31/15 12:00 AM
Bliss,3/12/15 12:00 AM,10/7/14 12:00 AM,10/7/14 12:00 AM
Brevo,3/11/15 12:00 AM,7/28/15 12:00 AM,7/28/15 12:00 AM
My Aone Learning,3/11/15 12:00 AM,4/5/15 12:00 AM,4/5/15 12:00 AM
Electric World Carnival,3/11/15 12:00 AM,3/11/15 12:00 AM,3/11/15 12:00 AM
Heurika Geographics,3/11/15 12:00 AM,3/11/15 12:00 AM,3/11/15 12:00 AM
SCC Eagle,3/11/15 12:00 AM,4/28/14 12:00 AM,2/3/15 12:00 AM
ndustrial.io,3/11/15 12:00 AM,1/1/11 12:00 AM,9/17/15 12:00 AM
GainBit,3/10/15 12:00 AM,3/15/15 12:00 AM,6/24/15 12:00 AM
Listupp,3/10/15 12:00 AM,2/15/15 12:00 AM,2/15/15 12:00 AM
National ISR Services,3/10/15 12:00 AM,2/2/15 12:00 AM,2/2/15 12:00 AM
Hugefly Techonologies,3/9/15 12:00 AM,9/29/15 12:00 AM,9/29/15 12:00 AM
Bento,3/9/15 12:00 AM,6/25/15 12:00 AM,6/25/15 12:00 AM
Brandtale,3/9/15 12:00 AM,5/11/15 12:00 AM,5/11/15 12:00 AM
Amberjack,3/9/15 12:00 AM,4/6/15 12:00 AM,4/6/15 12:00 AM
GlobeChat,3/9/15 12:00 AM,3/9/15 12:00 AM,3/9/15 12:00 AM
SpaceConnect,3/8/15 12:00 AM,4/1/15 12:00 AM,4/1/15 12:00 AM
Step to the future,3/7/15 12:00 AM,3/7/15 12:00 AM,3/7/15 12:00 AM
Leap Financial,3/6/15 12:00 AM,5/15/15 12:00 AM,5/15/15 12:00 AM
DAS GROUP OF SOLUTIONS,3/6/15 12:00 AM,3/20/15 12:00 AM,3/20/15 12:00 AM
The Locker Room,3/6/15 12:00 AM,3/20/15 12:00 AM,3/20/15 12:00 AM
Form.io,3/6/15 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
Unplis,3/5/15 12:00 AM,7/28/15 12:00 AM,7/28/15 12:00 AM
Auzzaar,3/5/15 12:00 AM,4/30/15 12:00 AM,4/30/15 12:00 AM
Cohortable,3/5/15 12:00 AM,4/2/15 12:00 AM,4/2/15 12:00 AM
No Capital LLC,3/5/15 12:00 AM,3/5/15 12:00 AM,3/5/15 12:00 AM
Gnome Extract,3/5/15 12:00 AM,3/4/15 12:00 AM,3/4/15 12:00 AM
The Digital Bra,3/5/15 12:00 AM,1/1/15 12:00 AM,1/1/15 12:00 AM
Mondo Novo Electronics Ltd.,3/5/15 12:00 AM,12/1/14 12:00 AM,12/1/14 12:00 AM
Digital Fitter Corporation,3/4/15 12:00 AM,8/9/15 12:00 AM,8/9/15 12:00 AM
Sugester,3/4/15 12:00 AM,5/14/15 12:00 AM,5/14/15 12:00 AM
jobMapp,3/4/15 12:00 AM,4/1/15 12:00 AM,4/1/15 12:00 AM
Weengs,3/4/15 12:00 AM,3/30/15 12:00 AM,10/15/15 12:00 AM
Morphick Cyber Security,3/3/15 12:00 AM,9/21/15 12:00 AM,9/21/15 12:00 AM
PeopleFund,3/2/15 12:00 AM,7/31/15 12:00 AM,7/31/15 12:00 AM
Momunt,3/2/15 12:00 AM,6/1/15 12:00 AM,6/1/15 12:00 AM
Visbit Inc.,3/2/15 12:00 AM,4/10/15 12:00 AM,4/10/15 12:00 AM
Survivors End,3/2/15 12:00 AM,3/2/15 12:00 AM,3/2/15 12:00 AM
Convrrt,3/2/15 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
Action Plan Manager a.s.,3/2/15 12:00 AM,1/1/15 12:00 AM,1/1/15 12:00 AM
"Staffly, Inc.",3/1/15 12:00 AM,12/3/15 12:00 AM,12/3/15 12:00 AM
MetroButler,3/1/15 12:00 AM,11/19/15 12:00 AM,11/19/15 12:00 AM
Skills Fund,3/1/15 12:00 AM,10/21/15 12:00 AM,10/21/15 12:00 AM
ZesTrip,3/1/15 12:00 AM,10/10/15 12:00 AM,10/10/15 12:00 AM
XSTOK,3/1/15 12:00 AM,9/17/15 12:00 AM,9/17/15 12:00 AM
Askheem,3/1/15 12:00 AM,7/30/15 12:00 AM,7/30/15 12:00 AM
Myonsto.com,3/1/15 12:00 AM,7/22/15 12:00 AM,7/22/15 12:00 AM
Eden,3/1/15 12:00 AM,7/14/15 12:00 AM,9/8/15 12:00 AM
Shopsity,3/1/15 12:00 AM,7/9/15 12:00 AM,7/9/15 12:00 AM
Verisart,3/1/15 12:00 AM,7/1/15 12:00 AM,7/1/15 12:00 AM
Mimmer,3/1/15 12:00 AM,6/15/15 12:00 AM,8/26/15 12:00 AM
Principly,3/1/15 12:00 AM,6/15/15 12:00 AM,6/15/15 12:00 AM
Hungr GmbH,3/1/15 12:00 AM,6/9/15 12:00 AM,6/9/15 12:00 AM
CarSight,3/1/15 12:00 AM,5/30/15 12:00 AM,5/30/15 12:00 AM
Lilt Inc.,3/1/15 12:00 AM,5/18/15 12:00 AM,5/18/15 12:00 AM
DivorceSecure,3/1/15 12:00 AM,5/4/15 12:00 AM,5/4/15 12:00 AM
eddress,3/1/15 12:00 AM,5/1/15 12:00 AM,5/1/15 12:00 AM
"Brain4Net, Inc.",3/1/15 12:00 AM,4/1/15 12:00 AM,4/1/15 12:00 AM
TalkBe,3/1/15 12:00 AM,4/1/15 12:00 AM,4/1/15 12:00 AM
Dadabus,3/1/15 12:00 AM,3/30/15 12:00 AM,9/30/15 12:00 AM
Permedly,3/1/15 12:00 AM,3/18/15 12:00 AM,3/18/15 12:00 AM
Saksyas,3/1/15 12:00 AM,3/15/15 12:00 AM,3/15/15 12:00 AM
craft ai,3/1/15 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
inni,3/1/15 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
Marino Daily,3/1/15 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
Mosavali,3/1/15 12:00 AM,3/1/15 12:00 AM,11/1/15 12:00 AM
ShortPoint,3/1/15 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
Snapcart,3/1/15 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
UsMeU LLC,3/1/15 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
Ximein Inc.,3/1/15 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
OpenTaste Inc.,3/1/15 12:00 AM,2/23/15 12:00 AM,2/23/15 12:00 AM
Glovo App,3/1/15 12:00 AM,2/5/15 12:00 AM,11/24/15 12:00 AM
Qu: Stay Curious,3/1/15 12:00 AM,2/4/15 12:00 AM,2/4/15 12:00 AM
crowdhouse.ch (Bricks & Bytes AG),3/1/15 12:00 AM,2/1/15 12:00 AM,8/24/15 12:00 AM
Greenzorro,3/1/15 12:00 AM,2/1/15 12:00 AM,2/1/15 12:00 AM
HelloDisplay,3/1/15 12:00 AM,2/1/15 12:00 AM,2/1/15 12:00 AM
MagniFinance,3/1/15 12:00 AM,1/15/15 12:00 AM,1/15/15 12:00 AM
Butterfly,3/1/15 12:00 AM,10/1/14 12:00 AM,4/20/15 12:00 AM
Wonders,3/1/15 12:00 AM,9/1/14 12:00 AM,3/23/15 12:00 AM
Adventure Productions LLC,3/1/15 12:00 AM,7/23/14 12:00 AM,7/23/14 12:00 AM
Futureplay Games,2/27/15 12:00 AM,11/10/15 12:00 AM,11/10/15 12:00 AM
NEXT Future of Transportation,2/27/15 12:00 AM,5/15/15 12:00 AM,12/1/15 12:00 AM
Amplus,2/27/15 12:00 AM,2/19/15 12:00 AM,2/19/15 12:00 AM
Instavans,2/26/15 12:00 AM,8/17/15 12:00 AM,10/30/15 12:00 AM
FOSHO,2/26/15 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
Nexosis,2/25/15 12:00 AM,3/6/15 12:00 AM,7/10/15 12:00 AM
Juvonex,2/24/15 12:00 AM,2/28/15 12:00 AM,2/28/15 12:00 AM
Neuwly,2/24/15 12:00 AM,2/1/15 12:00 AM,2/1/15 12:00 AM
MainLaws,2/23/15 12:00 AM,1/1/15 12:00 AM,1/1/15 12:00 AM
Meed,2/21/15 12:00 AM,4/1/15 12:00 AM,4/1/15 12:00 AM
FitSprint,2/20/15 12:00 AM,6/1/15 12:00 AM,6/1/15 12:00 AM
Bare Labor,2/20/15 12:00 AM,5/6/15 12:00 AM,5/6/15 12:00 AM
Moovenda,2/20/15 12:00 AM,1/26/15 12:00 AM,1/26/15 12:00 AM
Flimper,2/20/15 12:00 AM,9/16/13 12:00 AM,9/16/13 12:00 AM
Stash,2/19/15 12:00 AM,8/12/15 12:00 AM,8/12/15 12:00 AM
Attentiv,2/19/15 12:00 AM,5/11/15 12:00 AM,5/11/15 12:00 AM
iDiscount Ltd,2/19/15 12:00 AM,2/19/15 12:00 AM,2/19/15 12:00 AM
"WealthArc, Inc.",2/18/15 12:00 AM,6/1/15 12:00 AM,6/1/15 12:00 AM
Appseco LLC,2/18/15 12:00 AM,2/19/15 12:00 AM,2/19/15 12:00 AM
Singer Land Deveploment,2/18/15 12:00 AM,2/6/15 12:00 AM,2/6/15 12:00 AM
Actifile,2/17/15 12:00 AM,5/11/15 12:00 AM,5/11/15 12:00 AM
GC Lifeline,2/17/15 12:00 AM,4/29/15 12:00 AM,4/29/15 12:00 AM
Masterbranch,2/16/15 12:00 AM,5/23/11 12:00 AM,5/23/11 12:00 AM
Skavengr,2/15/15 12:00 AM,8/14/15 12:00 AM,8/14/15 12:00 AM
Barrel Door Productions,2/15/15 12:00 AM,2/18/15 12:00 AM,2/18/15 12:00 AM
Lifeblink,2/15/15 12:00 AM,2/16/15 12:00 AM,2/16/15 12:00 AM
foreverboard,2/14/15 12:00 AM,1/5/15 12:00 AM,1/5/15 12:00 AM
Shosha,2/13/15 12:00 AM,6/22/15 12:00 AM,6/22/15 12:00 AM
Dluxdays,2/13/15 12:00 AM,4/4/15 12:00 AM,4/4/15 12:00 AM
X Engineering,2/13/15 12:00 AM,2/26/15 12:00 AM,2/26/15 12:00 AM
Eatongo.in,2/12/15 12:00 AM,5/1/15 12:00 AM,5/1/15 12:00 AM
Ourcampus.co,2/10/15 12:00 AM,4/15/15 12:00 AM,4/15/15 12:00 AM
goYadaYada,2/10/15 12:00 AM,4/14/15 12:00 AM,4/14/15 12:00 AM
TutorMe.com,2/10/15 12:00 AM,2/21/15 12:00 AM,2/21/15 12:00 AM
Black Arrow,2/10/15 12:00 AM,2/10/15 12:00 AM,2/10/15 12:00 AM
Master Kiwi,2/9/15 12:00 AM,12/26/14 12:00 AM,2/10/15 12:00 AM
Local Pass Book,2/6/15 12:00 AM,9/1/15 12:00 AM,9/1/15 12:00 AM
Driver2Home,2/6/15 12:00 AM,9/4/14 12:00 AM,9/4/14 12:00 AM
Livelike,2/5/15 12:00 AM,9/20/15 12:00 AM,9/20/15 12:00 AM
iChoose Applications LTD.,2/5/15 12:00 AM,8/1/14 12:00 AM,8/1/14 12:00 AM
Computer systems and software innovation group,2/4/15 12:00 AM,9/1/15 12:00 AM,9/1/15 12:00 AM
"Powur, PBC",2/4/15 12:00 AM,3/8/15 12:00 AM,3/8/15 12:00 AM
ShoCard,2/3/15 12:00 AM,7/17/15 12:00 AM,7/17/15 12:00 AM
Oneteam,2/3/15 12:00 AM,5/15/15 12:00 AM,5/15/15 12:00 AM
i-Playdate,2/3/15 12:00 AM,2/4/15 12:00 AM,2/4/15 12:00 AM
Longview Industries USA,2/2/15 12:00 AM,6/11/15 12:00 AM,6/11/15 12:00 AM
Leaf Wearables,2/2/15 12:00 AM,1/28/15 12:00 AM,1/28/15 12:00 AM
BlurtBox,2/2/15 12:00 AM,1/1/15 12:00 AM,1/1/15 12:00 AM
Badger Innovative Technologies,2/2/15 12:00 AM,6/6/12 12:00 AM,6/6/12 12:00 AM
N3mE - Next 3motional mobile Education,2/1/15 12:00 AM,12/1/15 12:00 AM,12/1/15 12:00 AM
"AutoLotto, Inc.",2/1/15 12:00 AM,11/2/15 12:00 AM,11/2/15 12:00 AM
Cookies App,2/1/15 12:00 AM,11/1/15 12:00 AM,11/1/15 12:00 AM
Stockal,2/1/15 12:00 AM,10/20/15 12:00 AM,10/20/15 12:00 AM
IgniteFeedback,2/1/15 12:00 AM,9/14/15 12:00 AM,9/14/15 12:00 AM
Wrapify,2/1/15 12:00 AM,9/14/15 12:00 AM,9/14/15 12:00 AM
TableTime,2/1/15 12:00 AM,9/5/15 12:00 AM,10/19/15 12:00 AM
Recruitee.com,2/1/15 12:00 AM,9/1/15 12:00 AM,9/1/15 12:00 AM
Shake-on,2/1/15 12:00 AM,9/1/15 12:00 AM,9/1/15 12:00 AM
Carsome,2/1/15 12:00 AM,8/24/15 12:00 AM,8/24/15 12:00 AM
Away,2/1/15 12:00 AM,8/17/15 12:00 AM,8/17/15 12:00 AM
AlikeAudience,2/1/15 12:00 AM,7/31/15 12:00 AM,7/31/15 12:00 AM
Zipdrug,2/1/15 12:00 AM,7/16/15 12:00 AM,11/17/15 12:00 AM
Sonikpass,2/1/15 12:00 AM,7/15/15 12:00 AM,7/15/15 12:00 AM
Tribe,2/1/15 12:00 AM,7/6/15 12:00 AM,7/6/15 12:00 AM
3Claps,2/1/15 12:00 AM,7/1/15 12:00 AM,7/1/15 12:00 AM
Vilacom Credit Consultants,2/1/15 12:00 AM,6/22/15 12:00 AM,6/22/15 12:00 AM
DUFL,2/1/15 12:00 AM,6/19/15 12:00 AM,6/19/15 12:00 AM
SocialSource,2/1/15 12:00 AM,6/18/15 12:00 AM,10/6/15 12:00 AM
Marc & Spring,2/1/15 12:00 AM,6/17/15 12:00 AM,6/17/15 12:00 AM
Vugo,2/1/15 12:00 AM,6/12/15 12:00 AM,6/12/15 12:00 AM
Transpose,2/1/15 12:00 AM,5/11/15 12:00 AM,5/11/15 12:00 AM
Moskeedo,2/1/15 12:00 AM,5/1/15 12:00 AM,5/1/15 12:00 AM
SocialQuant,2/1/15 12:00 AM,4/29/15 12:00 AM,4/29/15 12:00 AM
Somatix,2/1/15 12:00 AM,4/22/15 12:00 AM,4/22/15 12:00 AM
Videoo,2/1/15 12:00 AM,4/13/15 12:00 AM,4/13/15 12:00 AM
GoButler,2/1/15 12:00 AM,3/1/15 12:00 AM,7/30/15 12:00 AM
ServisHero,2/1/15 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
Urban Owl Eyewear,2/1/15 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
Voverc,2/1/15 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
VoxPop,2/1/15 12:00 AM,2/25/15 12:00 AM,2/25/15 12:00 AM
MYSN,2/1/15 12:00 AM,2/16/15 12:00 AM,2/16/15 12:00 AM
Quedify,2/1/15 12:00 AM,2/15/15 12:00 AM,2/15/15 12:00 AM
Clumeo,2/1/15 12:00 AM,2/1/15 12:00 AM,2/1/15 12:00 AM
EQUITYMULTIPLE,2/1/15 12:00 AM,2/1/15 12:00 AM,2/1/15 12:00 AM
MVP Draft LLC,2/1/15 12:00 AM,2/1/15 12:00 AM,2/1/15 12:00 AM
stickyBEAK,2/1/15 12:00 AM,2/1/15 12:00 AM,2/1/15 12:00 AM
Tikk,2/1/15 12:00 AM,2/1/15 12:00 AM,2/1/15 12:00 AM
tapu.com,2/1/15 12:00 AM,1/21/15 12:00 AM,1/21/15 12:00 AM
CineBee Reviews Pvt Ltd,2/1/15 12:00 AM,1/1/15 12:00 AM,1/1/15 12:00 AM
another name,2/1/15 12:00 AM,3/1/12 12:00 AM,9/8/12 12:00 AM
matchbox.io,1/31/15 12:00 AM,2/1/15 12:00 AM,2/1/15 12:00 AM
Recovery Ranch,1/31/15 12:00 AM,1/31/15 12:00 AM,1/31/15 12:00 AM
2nd Chance Solutions,1/31/15 12:00 AM,1/11/15 12:00 AM,1/11/15 12:00 AM
Competitoor,1/30/15 12:00 AM,10/14/15 12:00 AM,10/14/15 12:00 AM
InstallTracker,1/30/15 12:00 AM,3/26/15 12:00 AM,3/26/15 12:00 AM
Public Bankers,1/30/15 12:00 AM,4/30/14 12:00 AM,4/30/14 12:00 AM
Aira,1/29/15 12:00 AM,10/29/15 12:00 AM,10/29/15 12:00 AM
Pacifica Labs,1/28/15 12:00 AM,7/1/15 12:00 AM,7/1/15 12:00 AM
River Cities Technology LLC,1/28/15 12:00 AM,2/2/15 12:00 AM,2/2/15 12:00 AM
LYFEBOAT,1/28/15 12:00 AM,1/1/15 12:00 AM,1/1/15 12:00 AM
itsMe!Rocks Inc.,1/28/15 12:00 AM,11/6/13 12:00 AM,11/6/13 12:00 AM
ReadOz,1/28/15 12:00 AM,11/12/10 12:00 AM,1/28/15 12:00 AM
Advance Health,1/27/15 12:00 AM,1/27/15 12:00 AM,1/27/15 12:00 AM
actstack,1/26/15 12:00 AM,3/6/15 12:00 AM,3/6/15 12:00 AM
Moomix Gaming,1/26/15 12:00 AM,1/26/15 12:00 AM,1/26/15 12:00 AM
The Ringer Company International,1/26/15 12:00 AM,1/26/15 12:00 AM,1/26/15 12:00 AM
New Prospect Management,1/26/15 12:00 AM,1/17/14 12:00 AM,1/17/14 12:00 AM
Smartesting Solutions & Services,1/26/15 12:00 AM,9/1/05 12:00 AM,11/13/08 12:00 AM
WakeApp - Mornings just got better,1/25/15 12:00 AM,9/1/15 12:00 AM,9/1/15 12:00 AM
Sector111,1/25/15 12:00 AM,1/25/15 12:00 AM,1/25/15 12:00 AM
Kyash Inc.,1/23/15 12:00 AM,7/31/15 12:00 AM,7/31/15 12:00 AM
Tack,1/23/15 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
Alpine Immune Sciences,1/23/15 12:00 AM,1/23/15 12:00 AM,1/23/15 12:00 AM
Pearce Angus Ranch,1/23/15 12:00 AM,1/23/15 12:00 AM,1/23/15 12:00 AM
Georgia Blue,1/23/15 12:00 AM,1/19/15 12:00 AM,1/19/15 12:00 AM
S3 Development,1/23/15 12:00 AM,1/17/15 12:00 AM,1/17/15 12:00 AM
ChatSim,1/21/15 12:00 AM,5/19/15 12:00 AM,5/19/15 12:00 AM
Fandom,1/21/15 12:00 AM,1/21/15 12:00 AM,1/21/15 12:00 AM
inVia Robotics,1/21/15 12:00 AM,1/21/15 12:00 AM,1/21/15 12:00 AM
White Wolf Whiskey Distillery,1/21/15 12:00 AM,1/21/15 12:00 AM,1/21/15 12:00 AM
fitssi - the social fitness app,1/20/15 12:00 AM,9/1/15 12:00 AM,9/1/15 12:00 AM
Zealr,1/20/15 12:00 AM,8/18/15 12:00 AM,8/18/15 12:00 AM
MetricStory,1/20/15 12:00 AM,3/23/15 12:00 AM,10/1/15 12:00 AM
Colombio,1/20/15 12:00 AM,2/1/15 12:00 AM,5/1/15 12:00 AM
Made of Genes,1/20/15 12:00 AM,2/1/15 12:00 AM,6/1/15 12:00 AM
The 10 Percent Agency,1/20/15 12:00 AM,1/20/15 12:00 AM,1/20/15 12:00 AM
Kingdom Enterprise Systems,1/20/15 12:00 AM,9/18/14 12:00 AM,9/18/14 12:00 AM
Appodeal,1/20/15 12:00 AM,5/1/14 12:00 AM,6/10/15 12:00 AM
Junction,1/17/15 12:00 AM,7/1/15 12:00 AM,7/1/15 12:00 AM
CourseYard GmbH,1/16/15 12:00 AM,6/1/15 12:00 AM,6/1/15 12:00 AM
Midas League,1/16/15 12:00 AM,4/8/15 12:00 AM,4/8/15 12:00 AM
Why Science,1/16/15 12:00 AM,1/16/15 12:00 AM,1/16/15 12:00 AM
Caetus,1/16/15 12:00 AM,12/4/14 12:00 AM,12/4/14 12:00 AM
Neo-Dom Funding II,1/16/15 12:00 AM,5/1/14 12:00 AM,5/1/14 12:00 AM
BlueFox,1/15/15 12:00 AM,7/1/15 12:00 AM,7/1/15 12:00 AM
Saffron Technologies,1/15/15 12:00 AM,6/5/15 12:00 AM,6/5/15 12:00 AM
CodiPark,1/15/15 12:00 AM,3/31/15 12:00 AM,3/31/15 12:00 AM
REX Landmark,1/15/15 12:00 AM,3/25/15 12:00 AM,3/25/15 12:00 AM
Ven Racing,1/15/15 12:00 AM,2/1/15 12:00 AM,2/1/15 12:00 AM
Machinify,1/15/15 12:00 AM,1/23/15 12:00 AM,1/23/15 12:00 AM
Bradshaw Propulsion,1/15/15 12:00 AM,1/16/15 12:00 AM,1/16/15 12:00 AM
RingBe,1/15/15 12:00 AM,1/15/15 12:00 AM,1/15/15 12:00 AM
Fluency Mobile,1/15/15 12:00 AM,1/6/15 12:00 AM,1/6/15 12:00 AM
Chase Ya Dreamz (Crazyy Frog Pvt Ltd,1/15/15 12:00 AM,1/1/15 12:00 AM,1/1/15 12:00 AM
ZEPHYR Digital,1/15/15 12:00 AM,12/25/14 12:00 AM,6/5/15 12:00 AM
Innovum Technologies,1/15/15 12:00 AM,12/2/14 12:00 AM,12/2/14 12:00 AM
Wirewatt,1/15/15 12:00 AM,11/1/14 12:00 AM,11/1/14 12:00 AM
Blue night,1/14/15 12:00 AM,3/18/15 12:00 AM,3/18/15 12:00 AM
"weBounty, Inc.",1/14/15 12:00 AM,2/28/15 12:00 AM,2/28/15 12:00 AM
Donald,1/14/15 12:00 AM,1/15/15 12:00 AM,1/27/15 12:00 AM
World Energy Canada,1/14/15 12:00 AM,1/14/15 12:00 AM,1/14/15 12:00 AM
PerSimiO,1/14/15 12:00 AM,3/1/12 12:00 AM,3/1/12 12:00 AM
Cybrary,1/13/15 12:00 AM,8/25/15 12:00 AM,8/25/15 12:00 AM
SproutUp,1/13/15 12:00 AM,4/1/15 12:00 AM,4/1/15 12:00 AM
iTager,1/13/15 12:00 AM,1/21/15 12:00 AM,1/21/15 12:00 AM
Customapp,1/13/15 12:00 AM,10/1/14 12:00 AM,1/7/15 12:00 AM
iWebBox,1/12/15 12:00 AM,1/27/15 12:00 AM,1/27/15 12:00 AM
Respondent Records,1/12/15 12:00 AM,1/20/15 12:00 AM,1/20/15 12:00 AM
Campground Express,1/12/15 12:00 AM,1/12/15 12:00 AM,1/12/15 12:00 AM
Diamond Dogs,1/11/15 12:00 AM,1/11/15 12:00 AM,1/11/15 12:00 AM
Endurance,1/11/15 12:00 AM,1/11/15 12:00 AM,6/25/15 12:00 AM
Giggin.it,1/10/15 12:00 AM,1/20/15 12:00 AM,1/20/15 12:00 AM
KOIKI,1/10/15 12:00 AM,1/10/15 12:00 AM,1/10/15 12:00 AM
SavorSearch,1/10/15 12:00 AM,12/10/14 12:00 AM,12/10/14 12:00 AM
Namocart.com,1/9/15 12:00 AM,11/19/15 12:00 AM,11/19/15 12:00 AM
Klipboard,1/9/15 12:00 AM,11/17/15 12:00 AM,11/17/15 12:00 AM
Menu Group (UK) Limited,1/9/15 12:00 AM,11/10/15 12:00 AM,11/10/15 12:00 AM
